Child DCN,Child MOSIS ID,RefVisitingType.Description,VisitDate
0000004321,004321,Case Management,2020-02-28
0000004323,004323,Home Visit,2023-04-01
0000004323,004323,Case Management,2024-12-17
0000004323,004323,Developmental Check,2023-04-05
0000004324,004324,Family Support Visit,2024-01-28
0000004324,004324,Developmental Check,2020-08-21
0000004325,004325,Developmental Check,2021-02-16
0000004325,004325,Family Support Visit,2021-04-25
0000004325,004325,Home Visit,2021-06-09
0000004325,004325,Family Support Visit,2020-10-16
0000004325,004325,Family Support Visit,2021-10-02
0000004325,004325,Family Support Visit,2021-05-17
0000004326,004326,Developmental Check,2018-12-15
0000004326,004326,Home Visit,2020-07-28
0000004326,004326,Home Visit,2019-06-29
0000004327,004327,Developmental Check,2021-12-04
0000004327,004327,Case Management,2024-02-14
0000004328,004328,Family Support Visit,2022-08-19
0000004328,004328,Home Visit,2022-08-09
0000004328,004328,Developmental Check,2021-05-12
0000004329,004329,Developmental Check,2022-04-20
0000004330,004330,Case Management,2020-10-04
0000004331,004331,Case Management,2020-09-06
0000004331,004331,Family Support Visit,2019-05-22
0000004331,004331,Developmental Check,2020-04-10
0000004331,004331,Case Management,2020-01-24
0000004332,004332,Home Visit,2019-05-28
0000004332,004332,Case Management,2019-04-13
0000004333,004333,Developmental Check,2022-10-05
0000004333,004333,Family Support Visit,2022-07-05
0000004333,004333,Developmental Check,2023-05-20
0000004334,004334,Case Management,2020-06-10
0000004334,004334,Developmental Check,2021-08-15
0000004334,004334,Developmental Check,2023-09-10
0000004334,004334,Case Management,2021-10-09
0000004335,004335,Developmental Check,2021-04-04
0000004335,004335,Family Support Visit,2021-09-29
0000004335,004335,Home Visit,2021-09-20
0000004335,004335,Home Visit,2021-10-07
0000004336,004336,Case Management,2019-10-15
0000004337,004337,Case Management,2022-05-20
0000004338,004338,Home Visit,2023-03-25
0000004339,004339,Developmental Check,2022-01-22
0000004340,004340,Developmental Check,2023-06-12
0000004341,004341,Home Visit,2021-06-11
0000004341,004341,Developmental Check,2021-10-11
0000004341,004341,Case Management,2021-10-13
0000004342,004342,Home Visit,2019-12-21
0000004342,004342,Developmental Check,2019-09-18
0000004342,004342,Case Management,2019-01-19
0000004342,004342,Family Support Visit,2019-09-03
0000004343,004343,Family Support Visit,2019-09-08
0000004343,004343,Home Visit,2020-05-19
0000004344,004344,Case Management,2020-07-31
0000004344,004344,Home Visit,2019-04-22
0000004345,004345,Developmental Check,2021-06-15
0000004346,004346,Home Visit,2019-06-27
0000004346,004346,Home Visit,2021-09-17
0000004347,004347,Case Management,2021-11-04
0000004347,004347,Home Visit,2021-05-30
0000004347,004347,Home Visit,2022-03-06
0000004347,004347,Family Support Visit,2022-04-28
0000004349,004349,Case Management,2022-09-06
0000004349,004349,Family Support Visit,2023-02-11
0000004349,004349,Developmental Check,2022-08-01
0000004349,004349,Home Visit,2022-05-23
0000004350,004350,Case Management,2023-12-22
0000004350,004350,Developmental Check,2023-09-18
0000004351,004351,Developmental Check,2021-10-03
0000004351,004351,Case Management,2021-06-14
0000004352,004352,Case Management,2023-07-11
0000004352,004352,Developmental Check,2022-01-05
0000004354,004354,Home Visit,2020-07-23
0000004354,004354,Case Management,2019-11-21
0000004355,004355,Family Support Visit,2022-10-13
0000004355,004355,Developmental Check,2021-03-24
0000004356,004356,Home Visit,2023-05-29
0000004356,004356,Family Support Visit,2022-11-22
0000004356,004356,Home Visit,2022-07-27
0000004356,004356,Home Visit,2022-09-23
0000004357,004357,Developmental Check,2023-06-29
0000004357,004357,Developmental Check,2023-09-03
0000004357,004357,Family Support Visit,2024-11-25
0000004357,004357,Developmental Check,2022-12-10
0000004358,004358,Home Visit,2020-04-16
0000004359,004359,Family Support Visit,2020-07-04
0000004360,004360,Developmental Check,2024-05-28
0000004360,004360,Developmental Check,2022-12-17
0000004360,004360,Developmental Check,2023-06-17
0000004361,004361,Case Management,2022-11-14
0000004361,004361,Developmental Check,2023-02-06
0000004362,004362,Case Management,2020-04-01
0000004362,004362,Home Visit,2020-02-11
0000004362,004362,Case Management,2020-10-17
0000004362,004362,Developmental Check,2020-08-12
0000004362,004362,Case Management,2020-07-20
0000004363,004363,Family Support Visit,2022-02-21
0000004365,004365,Developmental Check,2021-05-10
0000004365,004365,Developmental Check,2021-10-29
0000004367,004367,Home Visit,2022-04-04
0000004367,004367,Family Support Visit,2022-02-02
0000004367,004367,Home Visit,2022-06-11
0000004367,004367,Developmental Check,2020-07-15
0000004367,004367,Family Support Visit,2022-07-12
0000004367,004367,Home Visit,2020-09-12
0000004368,004368,Family Support Visit,2019-12-17
0000004368,004368,Developmental Check,2020-04-22
0000004368,004368,Home Visit,2022-03-08
0000004368,004368,Family Support Visit,2020-08-30
0000004369,004369,Family Support Visit,2023-06-23
0000004369,004369,Family Support Visit,2025-08-12
0000004370,004370,Developmental Check,2022-02-24
0000004370,004370,Home Visit,2022-05-06
0000004370,004370,Case Management,2021-09-22
0000004370,004370,Developmental Check,2021-03-13
0000004370,004370,Family Support Visit,2020-11-06
0000004370,004370,Developmental Check,2020-10-16
0000004371,004371,Home Visit,2025-04-14
0000004371,004371,Developmental Check,2025-09-21
0000004372,004372,Developmental Check,2022-12-09
0000004372,004372,Developmental Check,2024-04-23
0000004373,004373,Family Support Visit,2021-02-04
0000004375,004375,Developmental Check,2019-11-11
0000004376,004376,Family Support Visit,2022-06-06
0000004376,004376,Family Support Visit,2022-07-17
0000004376,004376,Family Support Visit,2023-01-03
0000004376,004376,Developmental Check,2022-05-11
0000004376,004376,Family Support Visit,2022-05-29
0000004376,004376,Developmental Check,2022-05-15
0000004378,004378,Developmental Check,2019-12-26
0000004378,004378,Developmental Check,2018-09-16
0000004378,004378,Developmental Check,2019-08-31
0000004378,004378,Family Support Visit,2019-11-09
0000004378,004378,Family Support Visit,2020-01-08
0000004379,004379,Family Support Visit,2021-10-04
0000004380,004380,Family Support Visit,2020-09-03
0000004380,004380,Home Visit,2020-04-01
0000004380,004380,Home Visit,2020-04-07
0000004380,004380,Home Visit,2020-03-08
0000004381,004381,Case Management,2023-12-28
0000004381,004381,Family Support Visit,2024-05-13
0000004382,004382,Family Support Visit,2025-04-08
0000004383,004383,Case Management,2023-02-15
0000004383,004383,Developmental Check,2023-06-03
0000004383,004383,Family Support Visit,2024-03-11
0000004385,004385,Case Management,2021-11-10
0000004385,004385,Family Support Visit,2021-09-15
0000004387,004387,Case Management,2022-07-24
0000004387,004387,Developmental Check,2020-11-25
0000004388,004388,Family Support Visit,2021-02-16
0000004388,004388,Developmental Check,2022-11-20
0000004388,004388,Case Management,2021-09-14
0000004388,004388,Case Management,2022-02-26
0000004389,004389,Family Support Visit,2024-03-15
0000004389,004389,Home Visit,2024-12-20
0000004389,004389,Family Support Visit,2022-09-06
0000004390,004390,Home Visit,2023-12-04
0000004390,004390,Case Management,2024-01-01
0000004390,004390,Home Visit,2022-04-11
0000004391,004391,Home Visit,2022-01-18
0000004391,004391,Developmental Check,2021-09-30
0000004391,004391,Case Management,2023-10-16
0000004391,004391,Case Management,2021-08-16
0000004392,004392,Case Management,2023-12-13
0000004394,004394,Developmental Check,2022-09-16
0000004395,004395,Family Support Visit,2021-07-20
0000004396,004396,Developmental Check,2024-09-15
0000004396,004396,Family Support Visit,2024-07-05
0000004396,004396,Home Visit,2024-09-09
0000004396,004396,Case Management,2023-01-09
0000004396,004396,Case Management,2024-03-03
0000004397,004397,Case Management,2022-08-31
0000004397,004397,Case Management,2021-01-02
0000004397,004397,Case Management,2023-02-22
0000004398,004398,Home Visit,2023-08-28
0000004398,004398,Case Management,2023-07-09
0000004398,004398,Family Support Visit,2023-01-30
0000004398,004398,Case Management,2023-06-25
0000004398,004398,Developmental Check,2023-09-23
0000004398,004398,Developmental Check,2022-11-22
0000004399,004399,Developmental Check,2019-10-21
0000004399,004399,Family Support Visit,2020-04-10
0000004400,004400,Developmental Check,2020-02-14
0000004401,004401,Case Management,2023-04-05
0000004402,004402,Developmental Check,2024-07-23
0000004402,004402,Home Visit,2024-04-10
0000004403,004403,Family Support Visit,2023-01-20
0000004403,004403,Developmental Check,2023-11-19
0000004403,004403,Home Visit,2025-04-13
0000004403,004403,Home Visit,2026-05-19
0000004404,004404,Family Support Visit,2021-10-21
0000004404,004404,Family Support Visit,2021-11-08
0000004404,004404,Family Support Visit,2022-08-21
0000004404,004404,Case Management,2020-10-08
0000004404,004404,Case Management,2020-12-13
0000004404,004404,Case Management,2021-06-03
0000004405,004405,Case Management,2020-11-14
0000004405,004405,Home Visit,2020-10-06
0000004406,004406,Family Support Visit,2020-06-20
0000004406,004406,Family Support Visit,2020-06-21
0000004406,004406,Home Visit,2020-03-08
0000004406,004406,Case Management,2020-06-29
0000004406,004406,Developmental Check,2020-03-11
0000004406,004406,Home Visit,2020-06-16
0000004407,004407,Case Management,2022-03-17
0000004407,004407,Case Management,2022-09-06
0000004408,004408,Family Support Visit,2021-02-16
0000004409,004409,Family Support Visit,2023-06-29
0000004409,004409,Family Support Visit,2023-05-12
0000004410,004410,Family Support Visit,2022-03-26
0000004410,004410,Case Management,2021-10-02
0000004411,004411,Case Management,2021-04-06
0000004411,004411,Developmental Check,2022-02-17
0000004411,004411,Home Visit,2021-08-28
0000004411,004411,Case Management,2022-01-06
0000004411,004411,Family Support Visit,2022-01-04
0000004411,004411,Developmental Check,2021-12-26
0000004412,004412,Home Visit,2020-03-18
0000004412,004412,Home Visit,2019-06-02
0000004412,004412,Developmental Check,2019-08-10
0000004412,004412,Home Visit,2019-05-05
0000004413,004413,Family Support Visit,2021-11-16
0000004414,004414,Developmental Check,2020-07-31
0000004414,004414,Case Management,2020-05-29
0000004414,004414,Home Visit,2020-07-31
0000004414,004414,Developmental Check,2020-06-05
0000004414,004414,Family Support Visit,2020-10-12
0000004415,004415,Family Support Visit,2023-03-09
0000004415,004415,Developmental Check,2023-12-12
0000004416,004416,Family Support Visit,2019-09-12
0000004416,004416,Developmental Check,2019-12-07
0000004417,004417,Case Management,2020-11-22
0000004417,004417,Home Visit,2021-11-03
0000004417,004417,Home Visit,2020-05-27
0000004417,004417,Family Support Visit,2021-06-19
0000004417,004417,Home Visit,2022-03-26
0000004417,004417,Developmental Check,2022-06-14
0000004418,004418,Developmental Check,2023-02-10
0000004418,004418,Home Visit,2020-11-23
0000004419,004419,Case Management,2023-01-06
0000004419,004419,Case Management,2022-01-01
0000004421,004421,Home Visit,2021-09-10
0000004421,004421,Family Support Visit,2023-09-15
0000004422,004422,Family Support Visit,2020-10-05
0000004422,004422,Case Management,2020-09-20
0000004423,004423,Developmental Check,2023-11-22
0000004424,004424,Case Management,2023-09-23
0000004425,004425,Case Management,2023-04-13
0000004425,004425,Case Management,2021-12-24
0000004425,004425,Developmental Check,2024-03-18
0000004425,004425,Home Visit,2022-07-12
0000004428,004428,Family Support Visit,2023-08-13
0000004429,004429,Home Visit,2022-10-05
0000004429,004429,Family Support Visit,2021-06-12
0000004430,004430,Family Support Visit,2022-03-22
0000004430,004430,Family Support Visit,2021-10-17
0000004430,004430,Home Visit,2022-04-09
0000004430,004430,Home Visit,2021-06-15
0000004431,004431,Home Visit,2022-04-30
0000004431,004431,Developmental Check,2022-11-15
0000004432,004432,Family Support Visit,2023-01-29
0000004432,004432,Home Visit,2023-02-04
0000004432,004432,Case Management,2024-01-13
0000004432,004432,Home Visit,2024-02-09
0000004433,004433,Case Management,2021-12-31
0000004434,004434,Family Support Visit,2023-03-05
0000004434,004434,Home Visit,2023-03-02
0000004434,004434,Developmental Check,2023-08-25
0000004434,004434,Home Visit,2023-08-23
0000004434,004434,Case Management,2023-02-16
0000004435,004435,Home Visit,2023-10-29
0000004435,004435,Developmental Check,2024-08-04
0000004436,004436,Family Support Visit,2021-08-07
0000004436,004436,Case Management,2020-05-18
0000004436,004436,Developmental Check,2021-03-06
0000004438,004438,Case Management,2026-02-28
0000004439,004439,Case Management,2020-01-13
0000004439,004439,Developmental Check,2020-05-13
0000004439,004439,Developmental Check,2020-01-21
0000004439,004439,Family Support Visit,2020-05-24
0000004440,004440,Home Visit,2020-02-04
0000004441,004441,Case Management,2020-06-05
0000004442,004442,Developmental Check,2024-10-29
0000004442,004442,Family Support Visit,2024-09-17
0000004442,004442,Home Visit,2025-10-03
0000004442,004442,Family Support Visit,2024-07-05
0000004443,004443,Family Support Visit,2023-02-13
0000004443,004443,Case Management,2022-05-15
0000004444,004444,Developmental Check,2021-09-05
0000004446,004446,Home Visit,2022-07-09
0000004446,004446,Home Visit,2022-09-20
0000004447,004447,Family Support Visit,2021-12-19
0000004447,004447,Case Management,2021-09-26
0000004448,004448,Case Management,2023-11-06
0000004448,004448,Home Visit,2023-08-15
0000004448,004448,Case Management,2023-09-22
0000004448,004448,Developmental Check,2022-02-09
0000004449,004449,Developmental Check,2022-04-05
0000004449,004449,Developmental Check,2021-11-20
0000004449,004449,Home Visit,2022-09-05
0000004449,004449,Home Visit,2021-11-02
0000004449,004449,Home Visit,2022-01-29
0000004451,004451,Family Support Visit,2023-03-07
0000004451,004451,Family Support Visit,2024-09-26
0000004451,004451,Case Management,2023-05-07
0000004451,004451,Developmental Check,2024-01-02
0000004451,004451,Developmental Check,2024-02-25
0000004452,004452,Developmental Check,2023-03-30
0000004452,004452,Home Visit,2023-11-22
0000004452,004452,Developmental Check,2023-01-21
0000004453,004453,Family Support Visit,2024-10-14
0000004454,004454,Developmental Check,2023-10-07
0000004454,004454,Home Visit,2023-02-05
0000004455,004455,Home Visit,2024-08-15
0000004456,004456,Developmental Check,2022-11-21
0000004456,004456,Family Support Visit,2023-10-29
0000004457,004457,Family Support Visit,2019-05-12
0000004457,004457,Developmental Check,2020-07-31
0000004457,004457,Developmental Check,2020-04-03
0000004457,004457,Home Visit,2020-07-27
0000004458,004458,Developmental Check,2022-05-15
0000004458,004458,Home Visit,2022-01-02
0000004458,004458,Family Support Visit,2021-12-02
0000004458,004458,Home Visit,2020-09-01
0000004459,004459,Developmental Check,2022-01-09
0000004459,004459,Case Management,2021-12-16
0000004459,004459,Developmental Check,2021-08-29
0000004459,004459,Home Visit,2021-08-08
0000004460,004460,Case Management,2020-04-24
