Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000004328,004328,Early Head Start,2020-05-27,2020-06-24,2021-04-21,No,66,,Private
0000004328,004328,Childcare Subsidy,2021-05-06,2021-05-11,2022-10-20,No,43,,State
0000004329,004329,First Steps,2018-10-28,2018-11-16,2020-10-06,No,54,Early Intervention,State
0000004329,004329,Child Care,2020-11-17,2020-11-23,2022-06-02,No,105,,Local
0000004329,004329,State Pre-K,2022-08-22,2022-09-02,2023-08-15,No,139,Pre-K,State
0000004330,004330,Childcare Subsidy,2019-11-07,2019-11-08,2020-12-10,No,50,,Federal
0000004330,004330,Early Head Start,2021-01-05,2021-01-16,2023-08-28,No,61,,State
0000004331,004331,Childcare Subsidy,2019-05-15,2019-06-13,2019-08-13,No,96,,State
0000004331,004331,Child Care,2019-12-09,2019-12-25,2020-05-25,No,63,,Private
0000004331,004331,Early Head Start,2020-09-12,2020-09-27,2021-03-21,No,38,,Private
0000004332,004332,First Steps,2018-10-20,2018-10-21,2021-09-26,No,15,Early Intervention,Local
0000004333,004333,Early Head Start,2021-06-14,2021-07-03,2022-11-10,No,140,,Federal
0000004333,004333,Early Head Start,2022-11-21,2022-11-27,2023-12-20,No,196,,Local
0000004334,004334,Childcare Subsidy,2020-04-02,2020-04-15,2022-02-02,No,98,,Local
0000004334,004334,First Steps,2022-02-26,2022-03-05,2023-04-04,No,28,Early Intervention,Local
0000004334,004334,Childcare Subsidy,2023-04-23,2023-05-03,2023-11-25,No,56,,State
0000004335,004335,Childcare Subsidy,2021-04-02,2021-04-23,2021-12-01,No,157,,Local
0000004336,004336,Early Head Start,2019-08-05,2019-08-13,2020-11-28,No,125,,State
0000004337,004337,Childcare Subsidy,2021-03-16,2021-04-11,2022-03-10,No,93,,Local
0000004337,004337,First Steps,2022-03-21,2022-03-26,2023-10-21,No,47,Early Intervention,Local
0000004337,004337,Early Intervention,2023-11-07,2023-12-05,2025-08-05,No,41,Early Intervention,State
0000004338,004338,Child Care,2021-03-19,2021-03-24,2023-01-04,No,154,,Local
0000004338,004338,Childcare Subsidy,2023-01-20,2023-02-19,2024-08-20,No,123,,Private
0000004338,004338,State Pre-K,2024-08-24,2024-09-04,2025-08-29,No,107,Pre-K,State
0000004339,004339,First Steps,2021-01-31,2021-02-19,2022-12-21,No,12,Early Intervention,State
0000004340,004340,Early Head Start,2023-01-28,2023-02-11,2024-12-07,No,169,,State
0000004341,004341,Home Visiting,2021-04-05,2021-04-28,2021-12-25,Yes,14,,State
0000004342,004342,Early Head Start,2019-01-10,2019-01-14,2019-12-08,No,74,,Local
0000004343,004343,Early Head Start,2018-11-09,2018-11-24,2021-06-27,No,152,,Private
0000004344,004344,First Steps,2018-08-09,2018-08-19,2019-08-28,No,23,Early Intervention,Federal
0000004344,004344,First Steps,2019-09-13,2019-09-30,2020-07-08,No,19,Early Intervention,State
0000004345,004345,Home Visiting,2021-04-19,2021-05-06,2021-11-07,Yes,18,,Federal
0000004345,004345,Child Care,2021-11-20,2021-11-25,2023-01-19,No,100,,Private
0000004345,004345,First Steps,2023-02-05,2023-02-10,2025-01-30,No,25,Early Intervention,Local
0000004345,004345,Child Care,2025-02-03,2025-02-14,2025-08-31,No,136,,Federal
0000004346,004346,Childcare Subsidy,2019-04-21,2019-05-02,2021-09-29,No,96,,Local
0000004346,004346,State Pre-K,2021-11-09,2021-11-12,2023-09-08,No,94,Pre-K,Local
0000004346,004346,First Steps,2019-03-11,2019-03-21,2022-02-24,No,20,Early Intervention,State
0000004347,004347,Child Care,2021-04-19,2021-05-02,2022-03-30,No,57,,Private
0000004348,004348,Early Intervention,2020-02-09,2020-03-10,2021-10-19,No,51,Early Intervention,Local
0000004348,004348,Child Care,2021-11-02,2021-11-11,2023-11-26,No,83,,Local
0000004349,004349,Early Intervention,2020-07-30,2020-08-05,2021-04-22,No,21,Early Intervention,State
0000004349,004349,Early Intervention,2021-05-22,2021-06-21,2022-04-04,No,12,Early Intervention,Federal
0000004349,004349,Head Start,2022-04-23,2022-05-12,2023-03-12,No,122,Pre-K,State
0000004350,004350,Early Intervention,2023-03-21,2023-03-25,2024-05-29,No,27,Early Intervention,State
0000004351,004351,First Steps,2020-11-30,2020-12-11,2021-08-10,No,39,Early Intervention,Private
0000004351,004351,Childcare Subsidy,2021-09-03,2021-09-07,2022-07-31,No,154,,Private
0000004351,004351,Early Intervention,2022-08-12,2022-09-07,2024-05-12,No,10,Early Intervention,Local
0000004352,004352,Childcare Subsidy,2020-09-03,2020-09-12,2022-05-08,No,79,,Private
0000004352,004352,First Steps,2022-05-23,2022-06-15,2024-06-22,No,10,Early Intervention,Local
0000004353,004353,Childcare Subsidy,2022-03-29,2022-04-08,2024-08-10,No,210,,Private
0000004354,004354,First Steps,2019-11-07,2019-11-15,2020-06-17,No,28,Early Intervention,Private
0000004354,004354,Childcare Subsidy,2020-06-22,2020-07-03,2021-06-21,No,124,,Local
0000004355,004355,First Steps,2020-05-09,2020-06-07,2022-02-04,No,20,Early Intervention,Private
0000004355,004355,Childcare Subsidy,2022-04-25,2022-05-01,2024-02-01,No,54,,State
0000004356,004356,First Steps,2021-07-24,2021-08-20,2022-08-26,No,43,Early Intervention,State
0000004356,004356,First Steps,2022-09-01,2022-09-09,2023-12-25,No,22,Early Intervention,State
0000004357,004357,Child Care,2021-11-01,2021-11-22,2022-07-21,No,52,,State
0000004357,004357,First Steps,2022-11-07,2022-11-26,2023-10-11,No,25,Early Intervention,Local
0000004357,004357,Child Care,2024-03-21,2024-04-12,2024-11-06,No,93,,Federal
0000004358,004358,Early Intervention,2019-05-11,2019-06-09,2020-10-27,No,10,Early Intervention,State
0000004359,004359,First Steps,2019-07-21,2019-08-15,2022-07-22,No,48,Early Intervention,Local
0000004359,004359,Child Care,2022-11-07,2022-11-10,2024-09-02,No,135,,Local
0000004360,004360,Childcare Subsidy,2022-11-30,2022-12-28,2024-02-13,No,172,,Federal
0000004360,004360,Home Visiting,2024-05-15,2024-05-24,2025-02-05,Yes,14,,State
0000004361,004361,Early Head Start,2022-10-21,2022-10-30,2023-07-02,No,141,,Federal
0000004362,004362,First Steps,2020-01-27,2020-02-05,2020-12-21,No,21,Early Intervention,State
0000004362,004362,Childcare Subsidy,2021-01-12,2021-01-20,2021-04-03,No,167,,Local
0000004363,004363,Child Care,2021-01-07,2021-01-28,2023-11-04,No,179,,Federal
0000004364,004364,Child Care,2022-01-25,2022-02-16,2024-01-15,No,114,,State
0000004364,004364,Child Care,2024-01-23,2024-02-06,2025-08-03,No,157,,Federal
0000004365,004365,Child Care,2021-04-18,2021-04-28,2022-01-24,No,45,,Federal
0000004366,004366,Child Care,2021-05-20,2021-06-13,2022-09-19,No,72,,Private
0000004366,004366,Child Care,2022-09-27,2022-10-16,2024-04-14,No,142,,Private
0000004366,004366,State Pre-K,2024-05-06,2024-05-29,2025-04-22,No,98,Pre-K,Private
0000004366,004366,First Steps,2020-10-23,2020-11-08,2022-12-04,No,40,Early Intervention,Local
0000004367,004367,Child Care,2020-06-24,2020-07-23,2021-04-17,No,35,,Local
0000004367,004367,Childcare Subsidy,2021-04-23,2021-05-23,2022-04-08,No,83,,Federal
0000004367,004367,Child Care,2022-04-26,2022-05-21,2022-08-27,No,88,,Federal
0000004368,004368,Early Intervention,2019-12-09,2019-12-17,2020-07-23,No,30,Early Intervention,Local
0000004368,004368,Child Care,2020-07-28,2020-08-26,2022-02-23,No,154,,Federal
0000004369,004369,Early Intervention,2022-10-25,2022-11-24,2025-10-03,No,51,Early Intervention,Federal
0000004370,004370,Early Head Start,2020-10-31,2020-11-03,2021-09-29,No,46,,Federal
0000004370,004370,Childcare Subsidy,2022-02-07,2022-03-05,2022-11-10,No,72,,Local
0000004371,004371,Childcare Subsidy,2022-08-03,2022-08-26,2025-06-07,No,95,,Private
0000004371,004371,Head Start,2025-06-17,2025-07-17,2026-08-27,No,77,Pre-K,Local
0000004371,004371,Childcare Subsidy,2022-05-01,2022-05-23,2024-01-02,No,116,,Private
0000004372,004372,Early Head Start,2021-12-18,2022-01-10,2023-12-26,No,182,,Private
0000004372,004372,Head Start,2022-02-09,2022-02-24,2026-03-07,No,89,Pre-K,Local
0000004372,004372,Child Care,2021-10-22,2021-10-24,2023-11-22,No,52,,Federal
0000004373,004373,Early Intervention,2020-06-29,2020-07-08,2022-10-26,No,39,Early Intervention,Private
0000004373,004373,Childcare Subsidy,2023-01-08,2023-02-07,2024-12-13,No,203,,Federal
0000004374,004374,Early Head Start,2020-08-27,2020-09-16,2022-10-02,No,158,,State
0000004375,004375,Early Head Start,2019-02-08,2019-02-10,2020-09-02,No,99,,Private
0000004376,004376,Home Visiting,2022-04-04,2022-05-04,2023-01-01,Yes,6,,State
0000004377,004377,Childcare Subsidy,2020-06-04,2020-06-23,2022-10-23,No,165,,Private
0000004377,004377,Early Intervention,2022-12-15,2023-01-01,2025-06-13,No,35,Early Intervention,Federal
0000004377,004377,Early Head Start,2021-01-13,2021-02-08,2022-12-23,No,56,,Private
0000004378,004378,Child Care,2018-05-17,2018-05-28,2019-05-04,No,49,,Local
0000004378,004378,Early Intervention,2019-05-26,2019-06-11,2020-02-20,No,36,Early Intervention,Private
0000004379,004379,Early Intervention,2022-07-26,2022-08-25,2025-01-26,No,23,Early Intervention,Local
0000004379,004379,Child Care,2025-02-08,2025-02-25,2026-03-15,No,203,,Local
0000004379,004379,First Steps,2021-09-15,2021-10-09,2024-09-15,No,27,Early Intervention,Federal
0000004379,004379,State Pre-K,2024-10-09,2024-11-02,2026-03-15,No,129,Pre-K,Local
0000004380,004380,First Steps,2019-11-06,2019-11-14,2020-03-04,No,24,Early Intervention,Federal
0000004380,004380,Childcare Subsidy,2020-03-20,2020-04-01,2020-08-29,No,153,,Federal
0000004381,004381,Child Care,2022-08-29,2022-09-12,2025-05-31,No,166,,Federal
0000004382,004382,Early Head Start,2021-04-16,2021-05-13,2023-01-15,No,169,,Local
0000004382,004382,Early Intervention,2023-01-29,2023-02-16,2025-02-22,No,9,Early Intervention,Federal
0000004382,004382,State Pre-K,2025-03-17,2025-04-16,2026-07-16,No,82,Pre-K,Private
0000004383,004383,Child Care,2021-10-31,2021-11-02,2023-08-11,No,115,,Private
0000004383,004383,State Pre-K,2021-12-02,2021-12-17,2025-06-18,No,114,Pre-K,Local
0000004383,004383,Early Intervention,2021-03-26,2021-04-17,2022-09-12,No,55,Early Intervention,State
0000004383,004383,Home Visiting,2022-10-12,2022-10-22,2024-02-26,Yes,10,,Private
0000004384,004384,First Steps,2022-12-18,2023-01-12,2024-09-01,No,58,Early Intervention,State
0000004384,004384,Child Care,2023-02-11,2023-02-26,2026-01-08,No,118,,State
0000004385,004385,First Steps,2021-03-01,2021-03-17,2022-04-15,No,9,Early Intervention,Local
0000004386,004386,Childcare Subsidy,2021-10-29,2021-11-12,2024-09-15,No,202,,Private
0000004386,004386,Child Care,2024-11-08,2024-11-29,2026-09-05,No,124,,Federal
0000004387,004387,Early Intervention,2019-11-01,2019-11-18,2021-10-15,No,46,Early Intervention,Federal
0000004387,004387,Early Head Start,2021-10-31,2021-11-13,2023-05-12,No,162,,Local
0000004388,004388,First Steps,2020-10-27,2020-11-18,2022-11-01,No,16,Early Intervention,Federal
0000004389,004389,Early Head Start,2021-12-18,2021-12-21,2022-12-01,No,53,,Local
0000004389,004389,Early Head Start,2022-12-25,2022-12-26,2024-08-06,No,136,,Private
0000004389,004389,Child Care,2024-08-20,2024-09-06,2025-10-03,No,167,,Local
0000004390,004390,First Steps,2021-06-26,2021-07-01,2022-05-10,No,20,Early Intervention,State
0000004390,004390,First Steps,2022-05-21,2022-06-02,2022-11-17,No,36,Early Intervention,Federal
0000004390,004390,Early Intervention,2022-12-14,2022-12-17,2023-11-16,No,7,Early Intervention,Federal
0000004390,004390,Head Start,2023-11-23,2023-11-25,2024-05-25,No,102,Pre-K,State
0000004390,004390,Child Care,2024-06-11,2024-06-27,2024-09-20,No,84,,State
0000004391,004391,Early Intervention,2020-11-15,2020-12-09,2022-02-14,No,27,Early Intervention,State
0000004391,004391,Early Intervention,2022-02-16,2022-02-21,2023-11-20,No,23,Early Intervention,Local
0000004392,004392,Early Intervention,2023-01-11,2023-01-30,2024-05-06,No,31,Early Intervention,State
0000004392,004392,Child Care,2023-03-01,2023-03-16,2025-01-31,No,188,,Federal
0000004392,004392,State Pre-K,2025-02-13,2025-02-22,2026-07-14,No,124,Pre-K,State
0000004393,004393,First Steps,2019-06-26,2019-07-16,2020-12-03,No,47,Early Intervention,State
0000004393,004393,Early Intervention,2021-02-17,2021-03-01,2023-11-26,No,23,Early Intervention,Local
0000004393,004393,Early Intervention,2019-09-15,2019-09-20,2021-03-14,No,23,Early Intervention,Federal
0000004394,004394,First Steps,2021-03-03,2021-03-18,2022-11-04,No,22,Early Intervention,Local
0000004395,004395,First Steps,2021-01-01,2021-01-27,2022-07-05,No,38,Early Intervention,Federal
0000004396,004396,Home Visiting,2022-05-17,2022-05-27,2023-04-29,Yes,15,,State
0000004396,004396,Childcare Subsidy,2022-06-26,2022-07-11,2024-04-30,No,41,,State
0000004396,004396,First Steps,2024-05-21,2024-05-25,2024-08-27,No,26,Early Intervention,Federal
0000004397,004397,Childcare Subsidy,2020-05-08,2020-05-11,2022-03-31,No,135,,Local
0000004397,004397,Head Start,2022-07-09,2022-07-21,2023-07-30,No,139,Pre-K,Federal
0000004397,004397,Early Intervention,2019-08-05,2019-08-27,2020-09-01,No,29,Early Intervention,Federal
0000004397,004397,Child Care,2020-10-30,2020-11-07,2021-06-17,No,190,,Federal
0000004397,004397,Home Visiting,2021-07-23,2021-08-02,2022-12-03,Yes,4,,Local
0000004398,004398,Home Visiting,2022-10-01,2022-10-04,2023-05-18,Yes,12,,State
0000004398,004398,Childcare Subsidy,2023-05-25,2023-06-23,2023-09-27,No,76,,State
0000004399,004399,Early Intervention,2019-08-20,2019-08-31,2020-03-23,No,8,Early Intervention,Private
0000004400,004400,Early Intervention,2019-06-13,2019-07-05,2020-04-04,No,30,Early Intervention,Private
0000004400,004400,First Steps,2020-04-12,2020-05-10,2021-06-23,No,35,Early Intervention,Local
0000004401,004401,Early Head Start,2020-02-08,2020-02-25,2020-10-07,No,120,,State
0000004401,004401,Early Head Start,2020-10-23,2020-11-13,2022-08-10,No,131,,Local
0000004401,004401,Head Start,2022-08-17,2022-08-30,2023-11-05,No,78,Pre-K,Local
0000004402,004402,Child Care,2022-05-24,2022-05-29,2024-03-18,No,68,,Federal
0000004402,004402,Childcare Subsidy,2024-04-03,2024-04-27,2024-12-17,No,156,,Private
0000004403,004403,Childcare Subsidy,2022-11-27,2022-12-27,2024-09-21,No,103,,Federal
0000004403,004403,Child Care,2024-10-05,2024-10-18,2026-07-13,No,123,,Local
0000004403,004403,Home Visiting,2022-05-01,2022-05-05,2024-02-04,Yes,24,,Federal
0000004404,004404,Childcare Subsidy,2020-10-31,2020-11-06,2021-05-23,No,45,,State
0000004404,004404,Childcare Subsidy,2021-06-11,2021-07-06,2021-10-18,No,57,,State
0000004404,004404,Early Intervention,2021-10-19,2021-11-01,2022-07-25,No,19,Early Intervention,Federal
0000004405,004405,Home Visiting,2020-03-17,2020-04-15,2022-01-19,Yes,14,,Private
0000004406,004406,Child Care,2020-02-11,2020-03-02,2020-06-03,No,40,,Local
0000004407,004407,Home Visiting,2021-12-17,2021-12-30,2023-11-22,Yes,6,,Local
0000004408,004408,Childcare Subsidy,2020-12-08,2020-12-11,2022-02-13,No,162,,State
0000004409,004409,Child Care,2021-08-04,2021-08-21,2023-06-28,No,78,,Private
0000004410,004410,Child Care,2021-07-04,2021-07-19,2022-08-05,No,121,,State
0000004411,004411,Early Head Start,2021-04-12,2021-04-16,2021-10-03,No,39,,Local
0000004411,004411,Childcare Subsidy,2021-10-19,2021-11-15,2022-06-25,No,30,,Private
0000004412,004412,Early Intervention,2019-02-11,2019-03-13,2019-07-12,No,34,Early Intervention,State
0000004412,004412,Early Intervention,2019-07-15,2019-08-03,2020-07-29,No,7,Early Intervention,State
0000004413,004413,Home Visiting,2020-10-26,2020-11-10,2022-11-09,Yes,20,,Private
0000004414,004414,Early Head Start,2020-05-31,2020-06-16,2020-10-18,No,80,,Federal
0000004415,004415,Child Care,2021-12-16,2022-01-04,2022-09-05,No,174,,State
0000004415,004415,First Steps,2022-12-29,2023-01-15,2024-02-16,No,35,Early Intervention,State
0000004415,004415,Head Start,2024-05-29,2024-06-15,2025-04-10,No,116,Pre-K,Local
0000004416,004416,Early Intervention,2018-07-24,2018-07-25,2020-04-18,No,20,Early Intervention,State
0000004417,004417,Child Care,2020-06-05,2020-06-13,2021-05-16,No,87,,Local
0000004417,004417,Child Care,2021-06-14,2021-07-13,2022-05-17,No,106,,Private
0000004418,004418,Childcare Subsidy,2019-04-14,2019-05-10,2021-04-02,No,99,,Private
0000004418,004418,First Steps,2021-05-27,2021-06-07,2023-05-09,No,8,Early Intervention,State
0000004419,004419,Home Visiting,2020-03-31,2020-04-11,2023-03-08,Yes,15,,Private
0000004420,004420,Early Head Start,2019-10-09,2019-10-13,2022-05-30,No,157,,Local
0000004421,004421,Early Head Start,2021-09-14,2021-09-29,2023-04-06,No,154,,Private
0000004421,004421,State Pre-K,2021-10-29,2021-11-13,2025-03-08,No,125,Pre-K,Private
0000004421,004421,First Steps,2021-01-20,2021-01-28,2023-01-03,No,45,Early Intervention,Federal
0000004421,004421,Child Care,2023-01-30,2023-01-31,2024-05-19,No,193,,State
0000004422,004422,First Steps,2020-05-05,2020-05-16,2022-03-03,No,48,Early Intervention,Federal
0000004422,004422,Early Intervention,2022-03-31,2022-04-15,2023-09-14,No,18,Early Intervention,Private
0000004423,004423,Early Head Start,2022-05-30,2022-06-14,2024-07-08,No,101,,Private
0000004424,004424,Child Care,2021-09-08,2021-10-07,2023-08-26,No,111,,Private
0000004425,004425,Early Head Start,2021-05-15,2021-05-29,2022-09-11,No,38,,Private
0000004425,004425,Early Head Start,2022-10-24,2022-11-17,2023-05-23,No,156,,State
0000004425,004425,Early Head Start,2023-07-17,2023-07-26,2024-07-23,No,147,,State
0000004426,004426,Early Head Start,2019-12-04,2019-12-08,2021-04-17,No,81,,Local
0000004426,004426,Early Head Start,2021-05-20,2021-05-31,2023-12-26,No,211,,Local
0000004426,004426,Early Intervention,2019-11-10,2019-11-27,2022-07-24,No,43,Early Intervention,Federal
0000004427,004427,First Steps,2020-03-01,2020-03-23,2021-05-12,No,43,Early Intervention,Federal
0000004427,004427,First Steps,2021-06-07,2021-06-25,2024-04-06,No,38,Early Intervention,Local
0000004428,004428,Home Visiting,2021-04-23,2021-05-04,2022-11-07,Yes,10,,State
0000004428,004428,State Pre-K,2022-11-21,2022-12-02,2024-05-18,No,127,Pre-K,Local
0000004429,004429,Early Intervention,2019-12-27,2020-01-07,2021-12-07,No,15,Early Intervention,Private
0000004429,004429,First Steps,2021-12-16,2021-12-18,2024-09-18,No,51,Early Intervention,State
0000004430,004430,Home Visiting,2021-05-19,2021-05-27,2022-04-06,Yes,3,,Federal
0000004431,004431,Childcare Subsidy,2020-01-30,2020-02-14,2022-06-26,No,172,,State
0000004431,004431,State Pre-K,2022-06-28,2022-07-24,2024-01-12,No,164,Pre-K,Local
0000004432,004432,Early Intervention,2021-10-08,2021-10-28,2023-04-26,No,21,Early Intervention,State
0000004432,004432,Early Head Start,2023-05-03,2023-05-19,2024-06-21,No,60,,Local
0000004433,004433,Early Head Start,2021-07-18,2021-07-22,2023-12-05,No,210,,Local
0000004434,004434,Child Care,2023-01-29,2023-02-17,2024-01-21,No,107,,Private
0000004435,004435,Childcare Subsidy,2020-09-17,2020-10-03,2023-06-18,No,204,,Local
0000004435,004435,Child Care,2023-07-02,2023-08-01,2025-01-16,No,72,,Private
0000004436,004436,Early Intervention,2020-03-01,2020-03-10,2022-01-08,No,17,Early Intervention,Local
0000004437,004437,Early Intervention,2021-10-08,2021-10-27,2023-08-15,No,55,Early Intervention,Federal
0000004438,004438,Early Head Start,2021-12-10,2021-12-22,2023-08-11,No,75,,State
0000004438,004438,Early Intervention,2023-09-10,2023-10-07,2024-05-02,No,34,Early Intervention,Federal
0000004438,004438,Early Intervention,2024-05-16,2024-06-13,2025-02-03,No,38,Early Intervention,State
0000004438,004438,Head Start,2025-02-24,2025-03-16,2026-04-14,No,133,Pre-K,State
0000004439,004439,Early Head Start,2019-12-25,2020-01-04,2020-06-26,No,129,,Private
0000004440,004440,Childcare Subsidy,2018-12-22,2019-01-14,2020-12-23,No,125,,State
0000004440,004440,First Steps,2021-01-17,2021-01-18,2023-05-04,No,40,Early Intervention,Local
